7146881,"Bowater Building Products Limited",13,"Construction / Building Materials","The Bowater Group is one of the leading window, door and conservatory players in the U.K. home improvement market, specialising in windows, doors and conservatories into the domestic, public sector and U.K. new build sectors.  The Bowater Building Products group of companies and brands include WHS Halo, The Prime Connection and James Harcourt.","http://www.bowaterbuildingproducts.com","","",85110105116115,"United Kingdom",12/07/2004
7146850,"Novem Car Interior Design GmbH",31,"Automobiles","Based in Germany, Novem is the leading supplier of high-quality interior wood trim to premium car manufacturers. With 2,700 employees in nine facilities located in Western and Eastern Europe, the United States, and Honduras, Novem supplies premium car manufacturers in both Europe and North America with luxury wood, metal and aluminium interior trim products.","http://www.novem.de","","",7110111411004,"Germany",26/08/2004
7146862,"NanoStellar, Inc.",4000,"Advanced Technologies","Nanostellar, Inc., develops highly efficient Platinum Nano-Composite Catalyst solutions. Nanostellar addresses a critical need in the catalytic marketplace: conventional technologies utilize platinum as the main catalyst to control automobile emissions and to generate clean energy power. Nanostellar’s patent-pending platinum nano-composite material design technology dramatically reduces the amount of platinum required for conventional catalytic processes by combining platinum with other less costly metals to make nanoparticles.
","http://www.nanostellar.com","","",85110105116125,"United States of America",24/06/2004
7145670,"Merchant E-Solutions",2500,"Software and IT Services","Merchant e-Solutions was founded in 1999 to provide technology-based solutions to the merchant payment acquiring industry, including banks and middle market retailers. To assist financial institutions in the delivery and management of merchant-related services, the Company provides management consultancy and web-based portfolio management tools. Merchant e-Solutions also provides a comprehensive range of payment services, including point-of-sale products, payment processing systems, equipment deployment, and a comprehensive 24-hour help desk.","http://www.merchante-solutions.com","http://www.3i.com/us/portfolio/software/merchant-esolutions.htm","",85110105116125,"United States of America",08/12/2003
7145772,"Amphora Discovery Corp",3100,"Healthcare and Life Sciences","Amphora Discovery was formed in September 2001 to apply chemical genomics to drug discovery. By applying high throughput – high precision (HTHP) screening across biological systems and surrogate therapeutic suitability assays, Amphora is able to rapidly develop potent, highly selective small molecules that are drug-like resulting in a significantly shortened time-to-market, reduced risk and a more effective/safer drug. The senior management has over 50 years of experience in drug discovery within a combination of big pharma and biotech companies.","http://www.amphoracorp.com","http://www.3i.com/us/portfolio/healthcare/amphora.html","",85110105116125,"United States of America",18/12/2003
7145781,"Huntswood CTC Limited",58,"Support Services","Huntswood provides business process outsourcing (BPO) and in-sourcing to the retail financial services industry. The company specialises in areas of complaints handling, compliance and training for a very impressive list of blue-chip clients including 7 of the top 10 life and pension providers, 6 of the top 10 mortgage providers and 4 of the 6 leading retail banks.","http://www.huntswood.co.uk","","",85110105116115,"United Kingdom",18/10/2003
7145895,"NeoGuide Systems Inc",3100,"Healthcare and Life Sciences","NeoGuide Systems, Inc., is developing medical devices based on an innovative platform technology for a number of diagnostic and therapeutic procedures.  The initial application for its proprietary technology is the prevention and treatment of colorectal cancer.","http://www.neoguidesystems.com","http://www.3i.com/us/portfolio/healthcare/neoguide.html","",85110105116125,"United States of America",12/12/2003
7146014,"Discera Inc.",4000,"Advanced Technologies","Discera designs, develops, and markets ultra-miniaturized devices for advanced RF and mixed-signal analog applications. The Discera technology platform addresses frequency control and filtering applications in all wireless fields – cellular handsets, WLAN, consumer electronics, satellite systems/TV, professional & military communications.    
","http://www.discera.com","http://www.3i.com/us/ourportfolio/Discera.html","",85110105116125,"United States of America",27/02/2004
7146021,"Teknikmagasinet Holding Nordic AB",52,"General Retailers","Teknikmagasinet is a retail company in portable consumer electronics and hobby products, with webshop/mailorder and 37 stores (may 2004) in major cities throughout Sweden. 
Annually Teknikmagasinet distributes 1,5 million copies of a +200 pages catalogue.TM aims to offer a wide assortment, with many unique items, at attractive prices exciting stores at top locations an outstanding level of personal service and product warranties. Since the start in 1990 TM has been profitable every year, and has had a CAGR of >25 %. 2004 sales appx MSEK 300.","http://www.teknikmagasinet.com","http://www.3i.com/media/pressreleases/012004teknikmagasinet.html","",83119101100107,"Sweden",27/01/2004
7146035,"Hyva Investments BV",26,"Engineering and Machinery","The Hyva Group is a world leading manufacturer of front-end tipping cylinders, container (un)loading systems, rolloader cranes and horizontal (un)loading floors for the commercial vehicle industry. Besides this Hyva is also supplier of several other transport solutions like fixed cranes, sheeting systems and trailer couplings. For 25 years Hyva has been a quality, innovative, reliable and professional supplier of hydraulic equipment. The company has 650 employees divided over 21 daughter companies worldwide. Hyva stands for high quality products with high quality service, both in your backyard as at the other end of the world. Hyva moves your world!","http://www.hyva.com","","",78101116104112,"Netherlands",06/02/2004
7146063,"Acsera",2500,"Software and IT Services","Acsera is the leading provider of advance SOA and J2EE application Monitoring and Performance management. Acsera 5 is the latest revolutionary solution from Acsera that is focused on Application Monitoring and Performance Management for Service Oriented Architectures (SOA) using WebLogic Enterprise Platform™ 8.1 as the reference implementation platform, with a roadmap for a variety of new releases for SOA configurations of IBM WebSphere® and Microsoft® .NET.
","http://www.acsera.com","http://www.3i.com/us/ourportfolio/8302130C5F914CEB8ADE217F2D21B931_ENG_HTML.html","",85110105116125,"United States of America",06/11/2003
7147082,"Hobbs",52,"General Retailers","Hobbs is a branded designer, manufacturer and retailer of contemporary womenswear. In the year to January 2005, Hobbs generated turnover of £68.6million and EBITDA of £14.6Million.

Currently, 70 per cent of turnover is generated from  sale of clothing, 25 per cent from footwear, 5 per cent from accessories.

Hobbs currently operates Solus stores, concessions and three factory outlets across the UK & Ireland employing approximately 1,000 staff.

Opportunities exist to open further stores and concessions in the UK and to increase sales through product range extension. Management also plans to develop the Company’s wholesale and licensing operations and overseas activity to further drive sales and profitability.

","http://www.Hobbs.co.uk","","",85110105116115,"United Kingdom",09/12/2004
7147088,"Berkenhoff GmbH",18,"Steel and Other Metals","The company was founded in 1889 and is based in Hesse, Germany and is a highly profitable world market leader in several niches for fine non-ferrous metal wires.  Berkenhoff's core products are EDM wires, high precision electronic wires, non-ferrous welding wires and special wires.  The major competitive advantages of Berkenhoff are a clear technological leadership, strong product brands and an unrivalled worldwide distribution network.","http://www.berkenhoff.de","","",7110111411004,"Germany",18/02/2005
7147191,"National Car Parks",59,"Transport","• NCP is UK market leader in parking services, being industry leader in commercial car parks, on-street enforcement and airport parking 
• Synonymous with car parking in Britain for nearly 75 years, NCP operates more than 800 car parks, including 52,000 spaces at ten of the busiest airports, and has more than 60 million customer visits. 
• Employing almost 5,000 people, the company is moving successfully into the transport and related services sector. It operates 35 local authority contracts in on-street parking enforcement and related services such as notice processing.
• From November 2005 it will begin running two bus routes for Transport for London.

www.ncp.co.uk

","","","",85110105116115,"United Kingdom",05/09/2005
7147024,"Coor Service Management",58,"Support Services","Coor Service Management (previously Skanska FM) is the largest actor in service management in the Nordic countries. The company is specialised in leading, developing and streamlining support functions in offices, production facilities, and public services. Coor Service Management was previously a part of Skanska known as Skanska FM but is now a separate company owned by the international risk capital company 3i. The turnover for the year 2004 was 240 million Euro and the company had 1800 employees mainly in Sweden, Denmark, Norway and Finland. Read more on http://www.coor.com/

","http://www.coor.com/","","",6810111011004,"Denmark",02/12/2004
7147163,"Fairline Boats Holdings Ltd",53,"Leisure, Entertainment and Hotels","Fairline Boats design & manufacture a world-class premium range of luxury performance motor yachts in 3 distinct ranges; Targa Express Cruisers, Phantom Flybridge Series and Squadron Motor Yachts.

With over 37 years experience and an independent dealer network across 60 locations, Fairline offer some of the most aspirational products available to a discerning global audience.

","http://www.fairline.com","","",85110105116115,"United Kingdom",10/06/2005
7147046,"Dirickx Groupe SA",13,"Construction / Building Materials","Dirickx is a solid business, respected leader in its market (n°1 in France, n°4 in Europe) with strong image of innovation & quality. It is the only player to provide organisations with a 'one stop stop' solution in term of 'perimeter security' thanks to its unique installation network (espace clôture) and the wideness of its product range.","","","",701149711105,"France",09/08/2004
7147131,"Bluelithium, Inc.",2500,"Software and IT Services","For advertisers focused on response and results, BlueLithium is the performance-based advertising network that maximizes ROI through its proprietary ad serving technology.  The company's advertising network is driven by the industry's most advanced targeting and optimization technology, offers a variety of advertising options for online marketers, and helps publishers maximize the value of online properties. 

The BlueLithium advertising network is comprised of over 1,000 affinity-based websites, reaching approximately two-thirds of Internet users and serving over four billion impressions monthly.  It provides targeted solutions by channel, demographic, and geography. 
","http://www.bluelithium.com","http://www.3i.com/us/ourportfolio/F310294E22F949298CF9FC2F932B5D1F_ENG_HTML.html","",85110105116125,"United States of America",17/02/2005
7146595,"Jung Pumpen GmbH",26,"Engineering and Machinery","For eighty years JUNG PUMPEN has been a reliable partner for sewage and wastewater disposal. 
The company produces high-quality pumps and pumping stations both for small-scale domestic house 
and land drainage and large-scale industrial and community wastewater treatment. JUNG PUMPEN 
has not only acquired an established market presence in the fields of domestic technology, 
sewage treatment and pressure drainage, it has gone on to become one of the market leaders. 
The company's trademark is the outstanding quality of its products, guaranteed by its factory right there in Steinhagen.","http://www. jung-pumpen.de","","",7110111411004,"Germany",16/08/2004
7146616,"Swissray International",3100,"Healthcare and Life Sciences","Swissray is a pioneer and worldwide leader in the design, manufacturing and marketing of proprietary state-of-the-art direct digital Radiography ddR technology. This new technology provides high quality radiographic images in seconds and at a significantly lower cost than conventional or computed radiography.
","http://www.swissray.com","","",85110105116125,"United States of America",20/05/2004
7146213,"Precision I/O",3300,"Communications","Precision I/O provides high-performance, low-latency, CPU-efficient server networking solutions using Ethernet and IP.
Precision I/O was spun out from Packet Design LLC, the fourth networking technology company founded by longtime technology entrepreneurs Judy Estrin and Bill Carrico. The other spin-outs from Packet Design, LLC are Vernier Networks, Inc. and Packet Design, Inc. 
","http://www.precisionio.com","","",85110105116125,"United States of America",12/03/2004
7146350,"Vonage Holding Corp.",3300,"Communications","Vonage is redefining communications by offering consumers and small businesses an affordable alternative to traditional telephone service. The fastest growing telephony company in the US, Vonage's service area encompasses more than 1900 active rate centers in over 113 US markets. Vonage is sold directly through www.vonage.com and retail partners such as Amazon.com. 
Wholesale partners such as EarthLink, ARMSTRONG®, Advanced Cable Communications and the Coldwater Board of Public Utilities resell the Vonage broadband phone service under their own unique brands. With more than 100,000 lines in service, Vonage continues to add more than 15,000 lines per month to its network. Over 5 million calls per week are made using Vonage, the easy-to-use, feature-rich, flat rate phone service. Vonage is headquartered in Edison, New Jersey. 
","http://www.vonage.com","http://www.3i.com/us/portfolio/communication/vonage.html","",85110105116125,"United States of America",23/01/2004
7146255,"Senoble Holding",43,"Food Producers and Processors","Senoble is a trusted partner of all major french retailers thanks to the sheer quality of its private brands. This know-how was soon exported to the UK, Benelux, Ibly, the Iberian Peninsula...
- Commitment to innovation : 2 pilot workshops steady flow of original products due to a highly responsive organization.
- Service orientated : set up of E.R.P systems management procedures, logistic plateform managing the collation, storage and distributor.
quality, flexibility and effective logistics make SENOBLE the partner of choice for the retail trade in Europe.","http://www.senoble.com","","",701149711105,"France",05/04/2004
7146114,"Le Nouy Fermetures",0,"Other","Manufacturing of doors and made to measure carpentry  for living conditions,  business and industry.

For living conditions : windows, doors, shutters, garage'doors, gates, fences.
For business and industry : wire fencing, metal shutters, 

customer of professionnals : artisans, housemakers.","http://contact@lenouy.com","","",701149711105,"France",24/03/2005
7147006,"Sparrowhawk Media",54,"Media and Photography","Sparrowhawk Media is an international TV broadcasting, distribution and operations company, whose initial deal was to acquire the international Hallmark Channels, with almost 60 million subscribers worldwide (in the UK, mainland Europe, Latin America, Asia and Australia), the international rights to more than 580 titles in the Crown Media library and a state-of-the-art broadcast facility in Denver, Colorado.  The company, based in Chelsea, London, is backed by 3i and Providence Equity Partners and acquired the assets on 26 April for $242m.","http://www.sparrowhawkmedia.com","","",85110105116115,"United Kingdom",04/05/2005
7146041,"DAFCA",4000,"Advanced Technologies","DAFCA, Inc. is an Electronic Design Automation (EDA) software company providing a flexible silicon debug and error fixing technology for Systems-on-Chip (SoCs) devices. 
The company's products are designed to accelerate the time from prototype silicon to volume production from months to weeks and remove the need for costly chip fabrication re-spins.","http://www.dafca.com","http://www.3i.com/http://www.3i.com/us/ourportfolio/CCF3F1A1FAAC496B9D05493D8E7219AD_ENG_HTML.html","",85110105116125,"United States of America",21/10/2003
7146144,"Speakeasy",3300,"Communications","Founded in 1994, Speakeasy is the nation’s largest independent broadband service provider. Combining a nationwide network, intelligent customer service along with pioneering technologies and product offerings, Speakeasy delivers a superior online experience for demanding broadband users.  Speakeasy broadband is available in most metropolitan areas within the 48 contiguous states.","http://www.speakeasy.net","http://www.3i.com/us/portfolio/communication/speakeasy.html","",85110105116125,"United States of America",11/03/2004
7146507,"SBL Vaccin AB",3100,"Healthcare and Life Sciences","SBL Vaccin is a Swedish vaccine company with in-house research, development and manufacturing capabilities. Our core product Dukoral® is an oral vaccine protecting against cholera and ETEC*. In the Nordic region we are marketing a complete vaccine portfolio sourced from global vaccine companies. Dukoral® is the leading travel vaccine in Sweden and Norway and is being launched via distributors in EU, Canada, Australia and an additional 20 countries worldwide. Dukoral® is used and recommended by WHO.

*Not all countries where Dukoral® is registered include this indication.
","http://www.sblvaccines.se/","","",83119101100107,"Sweden",14/05/2004
7146160,"Q-Matic AB",2500,"Software and IT Services","Q-MATIC has over 20 years experience in the optimisation of customer flows with financial institutions, the public sector, health care and retail. 

Q-MATIC is found in more than 85 countries and is the market leader in this niche industry. In recent years the Group has grown significantly, reporting a positive earnings trend.  
","http://www.q-matic.com","","",83119101100107,"Sweden",24/11/2004
7145543,"HBM BioVentures AG",3100,"Healthcare and Life Sciences","HBM BioVentures Ltd. invests primarily in later-stage private equity, but also in public companies in the biotechnology, emerging pharma, medical technology and related industries. HBM BioVentures is independent and due to its legal structure can implement innovative financial transactions.","http://www.hbmbioventures.com","","",83119105116133,"Switzerland",29/04/2003
7145509,"Refresco Holding B.V.",41,"Beverages","Refresco is one of the leading European producers of fruit juices and soft drinks for European retailers.

Refresco is also a leading contract manufacturer for A-brands.","http://www.refrescoholding.com","","",78101116104112,"Netherlands",30/09/2003
7145441,"Vignal Systems SA",4000,"Advanced Technologies","Valeo IVS (VIVS) is the market leader in France for commercial heavy vehicle signal lighting products and one of five major manufacturers in Europe. The Company is supplying to the OEM truck, bus and trailer manufacturers, to the OEM aftermarket (OES) and also to the independent aftermarket (IAM). VIVS offers 36 original products lines (product families) designed for heavy trucks, light industrial vehicles (LIVs), buses and trailers with a catalogue of 2,000 finished products and 900 bought in product lines. Bought in products consist of either active signal finished products manufactured by subcontractors (back-up alarm systems, revolving beacons, etc), or complementary products (reflecting stripes, etc) designed and manufactured by third parties.","","","",701149711105,"France",31/10/2003
666117355,"Xtramind Technologies GmbH",2500,"Software and IT Services","E-Mail response and communication and information software
","http://www.xtramind.com","","",7110111411004,"Germany",28/11/2000
20000377,"Wrekin Group plc",13,"Construction / Building Materials","Building and civil engineering contractors including design & build & work involving cabling (overhead & underground), plant hirers, hauliers, land & property owners.","http://www.wrekin.co.uk","","",85110105116115,"United Kingdom",07/07/1995
666111555,"Winery Exchange",2500,"Software and IT Services","Winery Exchange is a leading global supplier of quality Private Label wine brands for global wine retailers.  In close consultation with retail partners, the company creates wine blends, brand names, packaging, marketing plans and manages all aspects of the production, compliance and distribution.  
","http://www.wineryexchange.com","","",85110105116125,"United States of America",04/04/2000
60057727,"Witham Furniture Ltd",34,"Household goods and Textiles","Manufacturer and importer of domestic and garden furniture.","","","",85110105116115,"United Kingdom",18/08/1995
30000157,"William Kenyon & Sons Ltd",34,"Household goods and Textiles","The William Kenyon Group incorporates a number of companies based in the UK, the US and Canada, which operate as two trading divisions.  The Paper Industry Division supplies a range of consumable and capital equipment products to paper mills worldwide.  These products include carrier ropes, threading equipment and circular knives.  The Industrial Webbing Division supplies narrow fabric products, employing a number of different raw materials and finishes, for a diverse range of applications across a wide spectrum of industries, including automotive, aerospace and construction.","http://www.williamkenyon.com","","",85110105116115,"United Kingdom",07/07/1995
55002527,"Williams Lea Group Ltd",58,"Support Services","Williams Lea is the leading UK Business Process Outsourcing (BPO) provider of document management and information management services to large UK financial institutions and corporates.

Services range from the design and creation of documents and media, through their production and processing and ultimately to distribution and storage.  Services are typically provided within the clients’ premises as an integral part of the clients’ businesses but can also be provided through Williams Lea’s specialist centres for design and digital document production and storage.","http://www.williamslea.com","","",85110105116115,"United Kingdom",18/08/1995
50073519,"Wincro Metal Industries Ltd",26,"Engineering and Machinery","Designers and manufacturers of stainless steel building fixings and flooring components for the construction industry.","http://www.wincro.com","","",85110105116115,"United Kingdom",07/07/1995
7119569,"Wicom Communications Oy",3300,"Communications","Wicom Communications is the leading European provider of IP contact center and enterprise communications software solutions for fixed and wireless network environments. Wicom offers an open all-IP communications server architecture for unified queuing, prioritizing and routing for all contacts.

Wicom is headquartered in Espoo, Finland, with sales offices in Amsterdam, London, Munich, Stockholm and R&D facilities in Tampere (Finland). Wicom products and solutions are available through selected partners; value added resellers, service providers and system integrators throughout Europe.","http://www.wicom.com","","",7010511010904,"Finland",17/09/2001
7141144,"White Rock Networks",3300,"Communications","White Rock Networks provides carriers with a family of next-generation optical transport systems that enable the cost-effective delivery of high-speed services in metro areas. The company’s innovative building-block architecture provides carriers with “step-function” improvements in their capital and operating costs, as well as deployment flexibility in serving a variety of metro customers.","http://www.whiterock.com","http://www.3i.com/us/portfolio/communication/whiterock.html","",85110105116125,"United States of America",11/12/2002
80052548,"Western Computer Group Ltd",2500,"Software and IT Services","Provider of digital solutions to 'creative' businesses.  Applecentre, Xerox Business Partner, Epson Graphic Arts Reseller.  Networking & communications specialist.  Sales, installation, training and service.","http://www.western.co.uk","","",85110105116115,"United Kingdom",18/08/1995
30000112,"Western Truck Ltd",31,"Automobiles","Authorised UK Distributors and importers for Mack Trucks of Allentown, Pennsylvania USA, the company has more than 20 years experience of distributing spare parts for heavy commercial vehicles throughout the UK, Europe and more than 30 other countries around the world.  Through the comprehensive MackMart program, components are available from almost every major North American OEM vendor.  Additionally, original and high-quality aftermarket spares are offered for a wide range of European truck & trailer manufacturers.","","","",85110105116115,"United Kingdom",07/07/1995
2001765,"W Lucy & Co Ltd",86,"Real Estate","Incorporated in 1897 the principal activity of the company is the manufacture of switchgear and other products for use in the electrical supply industry.  The company also owns & manages a portfolio of freehold residential & commercial properties.","http://www.lucygroup.com","","",85110105116115,"United Kingdom",27/04/1994
7118977,"Visual Tools",4000,"Advanced Technologies","Visual Tools is a leading Spanish technolgy company in transmission systems and digital video recording for the IT security.
Established in 1995, the company currently runs an important I+D department with an extensive range of products which are distributed in over 20 countries. The commercialization is carried out by international distributors and, in some countries,  a local distribution network is also used.
The company presents a consolidated annual growth in both the national and international markets.","http://www.visual-tools.com","","",8311297105115,"Spain",29/09/2000
7143092,"Novintel Oy",2500,"Software and IT Services","Novintel is a leading international provider of Competitive Intelligence services and products with offices in Helsinki, Finland and Toronto and Montreal, Canada.

Novintel helps its clients to build and maintain systematic Competitive Intelligence activities that serve the needs of both strategic and operative decision-making.

Novintel is the merger of two companies, Finland-based Viva Business Intelligence and Canada-based Mc3 Intel. The merger took place in June 2003, and Novintel now concentrates on expanding its geographical footprint and establishing foundations for further international growth. 

Novintel is a founding partner of the Global Intelligence Alliance (www.globalintelligence.com).","http://www.novintel.com","http://www.3i.com/press_office/viva.html","",7010511010904,"Finland",01/07/2003
7119270,"Vocatus AG",2500,"Software and IT Services","Online Customer Complaints / Suggestions Service
","http://www.vocatus.com","","",7110111411004,"Germany",04/10/2000
2002595,"Visual Presentation (Holdings) plc",2500,"Software and IT Services","The principal activity of the Group is the sale, hire, installation and maintenance of computer presentation products, such as projectors, plasma screens and interactive whiteboards, and is organised through five trading subsidiaries:- Reflex is an audio-visual dealer whose customers are mostly in the UK corporate, government and education sectors.  Maverick Presentation Products is a leading trade distributor in the UK of presentation products.  It also owns the Plasma Screen Company, which, as its name suggests, hires large screens to the exhibition, events and other markets.  Finally Stampede Presentation Products, based in Buffalo, New York is a specialist trade distributor of presentation products in the US market.  It has a smaller subsidiary based in Toronto, Canada.","http://www.maverick-world.com","","",85110105116115,"United Kingdom",07/08/1998
5008596,"Vétoquinol",48,"Pharmaceuticals","Based in a small town in Eastern France, Vetoquinol has operated as a family owned business supplying veterinary medicines mainly for prescription by veterinarians for 70 years.  It is only since the mid-1990’s that the company has become seriously international through an increasing exports activity, but mainly through acquisitions based in Canada and Switzerland and, by end March 2002, through the anticipated conclusion of a small acquisition in Northern USA.  
","","","",701149711105,"France",03/03/2003
1001928,"Vibtech",4000,"Advanced Technologies","Vibtech develops cable free solutions for the Oil and Gas exploration industry.  Vibtech's flagship product the 'it system' addressed the land and transition zone seismic acquisition market.  The company also offers other high bandwidth wireless products.","http://www.vibtech.co.uk","","",85110105116115,"United Kingdom",14/05/1998
90003154,"Vico Properties plc",86,"Real Estate","Commercial property developer operating in Scotland, Ireland and North-West England.  Offices in Belfast, Dublin, Glasgow and Durham.","","","",85110105116115,"United Kingdom",07/07/1995
5014941,"LABORATOIRES VENDÔME",47,"Personal Care and Household Products","Th business of Vendôme is to conceive and manufacture hygienics, pharmaceuticals and parapharmaceuticals products.

VENDOME SA is one of the first manufacturer of hygienics and toilette products (solid and liquid foams, dermatological foams, showers and bath gels, hygienics products for babies and shampoos).

The company intervene :

- directly on the mass-distribution market, with two strong brands :

    1 - 'Le Petit Marseillais' : foam, leader on the hygienics and cleaning products market
    2 - 'Laboratoires Vendôme' : specialist of sensitive skins with 2 ranges of product : Adults and Children (Prim'Age), which are subcontracted for M.D.D and Pharmaceuticals laboratories.

Our Growth : Since 5 years, the group realises every year a double digit growth.
","http://www.laboratoires-vendome.com","","",701149711105,"France",03/04/2002
5017928,"Van Wijnen Holding Participatiemaatschappij BV",13,"Construction / Building Materials","Van Wijnen is a major construction and project development company in the Netherlands.  The group of companies covers the entire country and with its large network the company is capable of responding creatively to the client's demands for development, realisation, maintenance and financing of high level real estate projects.

Van Wijnen is active in both residential and commercial construction, inner city development, renovation, extensive maintenance and project development.","http://www.vanwijnen.nl"," "," ",78101116104112,"Netherlands",26/06/2000
7142759,"Variable Message Signs Ltd",4000,"Advanced Technologies","Variable Message Signs ('VMS') has developed four generations of technology (MS1 to MS4) which provide driver warning messages across the UK motorway network.  The signs enable traffic flows to be directed, speeds to be conrolled, vehicle numbers regulated and speedier traffic clearance in the event of accidents.

VMS has a successful business model based on better technology and lower costs.  Its patented technology allows the light from the LEDs to be more focused, delivering more light output.  This enables the use of fewer LEDs running at lowre power, which gives cost benefits over competitors.","http://www.vmslimited.co.uk","","",85110105116115,"United Kingdom",25/07/2003
